0.000000 1.118415 3
0.005000 1.049683 0
0.010000 0.873109 0
0.015000 0.625406 0
0.020000 0.352467 0
0.025000 0.095438 0
0.030000 -0.117363 0
0.035000 -0.271598 0
0.040000 -0.364150 0
0.045000 -0.400000 4
0.050000 -0.390045 0
0.055000 -0.349093 0
0.060000 -0.293094 0
0.065000 -0.235894 0
0.070000 -0.186739 0
0.075000 -0.149570 0
0.080000 -0.124070 0
0.085000 -0.107589 0
0.090000 -0.096916 0
0.095000 -0.089350 0
0.100000 -0.083049 0
0.105000 -0.076927 0
0.110000 -0.070409 0
0.115000 -0.063197 0
0.120000 -0.055131 0
0.125000 -0.046108 0
0.130000 -0.036049 0
0.135000 -0.024891 0
0.140000 -0.012582 0
0.145000 0.000913 0
0.150000 0.015615 0
0.155000 0.031523 0
0.160000 0.048615 0
0.165000 0.066841 0
0.170000 0.086126 0
0.175000 0.106365 0
0.180000 0.127424 0
0.185000 0.149138 0
0.190000 0.171314 0
0.195000 0.193729 0
0.200000 0.216141 0
0.205000 0.238282 0
0.210000 0.259871 0
0.215000 0.280616 0
0.220000 0.300222 0
0.225000 0.318396 0
0.230000 0.334854 0
0.235000 0.349332 0
0.240000 0.361586 0
0.245000 0.371406 0
0.250000 0.378617 0
0.255000 0.383087 0
0.260000 0.384727 5
0.265000 0.383499 0
0.270000 0.379413 0
0.275000 0.372528 0
0.280000 0.362951 0
0.285000 0.350835 0
0.290000 0.336372 0
0.295000 0.319790 0
0.300000 0.301348 0
0.305000 0.281326 0
0.310000 0.260019 0
0.315000 0.237732 0
0.320000 0.214770 0
0.325000 0.191432 0
0.330000 0.168005 0
0.335000 0.144759 0
0.340000 0.121940 0
0.345000 0.099770 0
0.350000 0.078441 0
0.355000 0.058113 0
0.360000 0.038918 0
0.365000 0.020953 0
0.370000 0.004288 0
0.375000 -0.011036 0
0.380000 -0.025005 0
0.385000 -0.037629 0
0.390000 -0.048936 0
0.395000 -0.058972 0
0.400000 -0.067797 0
0.405000 -0.075483 0
0.410000 -0.082108 0
0.415000 -0.087755 0
0.420000 -0.092509 0
0.425000 -0.096457 0
0.430000 -0.099684 0
0.435000 -0.102270 0
0.440000 -0.104293 0
0.445000 -0.105824 0
0.450000 -0.106931 0
0.455000 -0.107673 0
0.460000 -0.108106 0
0.465000 -0.108277 0
0.470000 -0.108229 0
0.475000 -0.107999 0
0.480000 -0.107620 0
0.485000 -0.107120 0
0.490000 -0.106520 0
0.495000 -0.105842 0
0.500000 -0.105102 0
0.505000 -0.104312 0
